TERM,SUBJECT,CATALOG_NBR,CLASS_SECTION,CLASS_NUMBER,COURSE_DESCR,INSTR_LAST_NAME,INSTR_FIRST_NAME,A,B,C,D,F,SASTISFACTORY,TOTAL_DROPPED,AVG_GPA
Summer 2022,PHAR,5681,03,11118,Infectious Diseases,Garey,Kevin W,3,1,0,0,0,0,0,3.750
Fall 2022,SPAN,3301,02,11118,Span Oral Comm for Crit Think,Serrano,Paloma A,18,0,1,0,0,0,0,3.738
Summer 2024,KIN,3350,1,11119,Psych Aspects Sport Exercise,Ferrara,Morgan Paige,47,11,2,3,0,0,1,3.593
Spring 2023,MANA,3335,03,11119,Intro Org Behavior and Mgmt,Sebastijanovic,Marina,198,42,9,0,0,0,1,3.726
Spring 2024,MAS,2340,01,11119,Intro Mexican American Studies,Pino,Diana,4,9,4,0,0,0,0,2.942
Summer 2022,PHAR,5685,01,11119,Critical Care,Truong,Mabel,4,1,0,0,0,0,0,3.800
Fall 2022,SPAN,3302,01,11119,Adv Span for Non-Heritage,Cuesta,Mabel,12,4,1,0,0,0,3,3.511
Summer 2024,INTB,3355,01,11120,Global Environment of Business,Miljanic,Andra Olivia,81,21,7,1,2,0,2,3.530
Spring 2023,MANA,4330,01,11120,Intro to Strategic HR Mgt,Phillips,James S,106,89,8,1,1,0,4,3.372
Spring 2024,MAS,3340,01,11120,Mexican Amer Urban Communities,Pino,Diana,7,8,4,1,1,0,1,2.826
Fall 2022,SPAN,3307,01,11120,Public Speaking in Spanish,Quintanilla,Guadalupe C,16,4,0,0,0,0,0,3.751
Fall 2023,HON,4398,03,11121,Independent Study,Cremins,Robert Paul,1,0,0,0,0,0,0,4.000
Summer 2024,LAW,5328,01,11121,Judicial Externship I,Archer,Anna M,0,0,0,0,0,7,0,
Spring 2024,MATH,1314,08,11121,College Algebra,Hafeez,Shahinda,13,20,48,11,49,0,45,1.546
Summer 2022,PHAR,5690,01,11121,Internal Medicine,Truong,Mabel,27,7,0,0,0,0,0,3.794
Fall 2022,SPAN,3307,03,11121,Public Speaking in Spanish,Quintanilla,Guadalupe C,15,2,0,0,0,0,2,3.805
Fall 2024,ENGL,1302,46,11122,First Year Writing II,Hunt,Ke'ara Shadae,5,5,3,1,1,0,4,2.844
Summer 2024,LAW,5328,02,11122,Judicial Externship I,Archer,Anna M,0,0,0,0,0,6,0,
Spring 2023,MANA,4353,01,11122,Mgmt Training and Career Devel,Bozeman,Dennis,44,11,0,0,0,0,2,3.830
Spring 2024,MATH,1324,01,11122,Finite Math with Applications,Sosa,Moses,124,88,72,12,36,0,64,2.711
Summer 2022,PHAR,5690,02,11122,Internal Medicine,Sherer,Jeffrey T,0,2,0,0,0,0,0,3.000
Fall 2022,SPAN,3308,02,11122,Written Com-Hisp Herit Learner,Quintanilla,Guadalupe C,16,1,0,0,0,0,3,3.825
Spring 2024,MATH,1324,04,11123,Finite Math with Applications,Sosa,Moses,156,108,118,34,64,0,56,2.471
Fall 2022,SPAN,3308,01,11123,Written Com-Hisp Herit Learner,Hasbun,Rodrigo,12,2,2,0,1,0,0,3.315
Summer 2024,LAW,5329,03,11124,Judicial Externship II,Archer,Anna M,0,0,0,0,0,1,0,
Spring 2023,MANA,8399,01,11124,Doctoral Dissertation,Miller,Carl Chet,0,0,0,0,0,1,0,
Spring 2024,MATH,1324,07,11124,Finite Math with Applications,Hong,Yuqi,14,8,6,0,4,0,10,2.772
Summer 2022,PHAR,5692,01,11124,Advanced Hospital Pharmacy,Truong,Mabel,35,3,0,0,0,0,0,3.921
Fall 2024,SOCI,1301,11,11124,Introduction To Sociology,Davis,Mary A,37,10,3,3,0,0,1,3.497
Fall 2022,SPAN,3384,02,11124,Intro To Hispanic Literature,Gutierrez,Pedro Revuelta,8,5,2,0,2,0,2,2.903
Fall 2024,ENGL,1301,120,11125,First Year Writing I,Murray,Christopher Brean,16,3,3,1,1,0,0,3.320
Summer 2024,LAW,5400,02,11125,Govt Nonprofit Extshp I,Hancock,Amy Sladczyk,0,0,0,0,0,1,0,
Spring 2023,MANA,8399,02,11125,Doctoral Dissertation,Atwater,Leanne E,1,0,0,0,0,0,0,4.000
Spring 2024,MATH,1324,05,11125,Finite Math with Applications,Kim,Jae Youn,84,96,70,26,52,0,66,2.358
Summer 2022,PHAR,5693,01,11125,Advanced Community Pharmacy,Tolleson,Shane Russell,46,9,0,0,0,0,0,3.836
Fall 2024,ENGL,1301,121,11126,First Year Writing I,Murray,Christopher Brean,14,5,1,1,0,0,4,3.540
Summer 2024,LAW,5407,10,11126,Judicial Externship I,Archer,Anna M,0,0,0,0,0,3,0,
Spring 2024,MATH,1325,02,11126,Calc for Bus & Social Sciences,Constante,Beatrice,130,114,42,12,32,0,48,2.881
Summer 2022,PHAR,5694,01,11126,Pediatrics,Truong,Mabel,6,2,0,0,0,0,0,3.750
Summer 2024,LAW,5415,03,11127,Govt Nonprofit Extshp II,Hancock,Amy Sladczyk,0,0,0,0,0,3,0,
Spring 2024,MATH,2312,03,11127,Precalculus,Manavalan Varghese,Shyla,60,84,82,20,38,0,56,2.348
Summer 2022,PHAR,5695,01,11127,Geriatrics,Tolleson,Shane Russell,3,0,0,0,0,0,0,4.000
Fall 2024,SGNL,1301,03,11127,Elementary Sign Language I,Brittain,Robyn Michelle,1,7,6,0,1,0,5,2.445
Fall 2024,ENGL,1301,122,11128,First Year Writing I,Murray,Christopher Brean,17,6,1,0,0,0,1,3.612
Summer 2024,LAW,6300,02,11128,Govt Nonprofit Extshp I,Hancock,Amy Sladczyk,0,0,0,0,0,4,0,
Spring 2024,MATH,2312,04,11128,Precalculus,Perepelitsa,Irina,118,96,66,16,44,0,48,2.632
Fall 2024,ENGL,1301,123,11129,First Year Writing I,Pachuca,Adrian,4,9,4,0,2,0,0,2.736
Summer 2023,KIN,4310,01,11129,Measurement Tech Human Perf,Parikh,Pranav J,42,7,0,0,1,0,0,3.694
Summer 2024,LAW,6300,03,11129,Govt Nonprofit Extshp I,Hancock,Amy Sladczyk,0,0,0,0,0,2,0,
Fall 2023,ARTS,2316,03,11130,Fundamentals of Painting,Bender,Hannah,9,8,1,0,1,0,0,3.315
Summer 2023,KIN,4345,01,11130,Econ and Finc Aspects of Sport,Lee,Dong Hun,31,6,0,1,0,0,0,3.676
Spring 2024,MATH,2312,07,11130,Precalculus,Douglas,Casey,92,80,72,8,34,0,88,2.611
Fall 2024,MUSI,4120,02,11130,Percussion Ensemble,Warren,Paul Alexander,13,0,0,0,0,0,0,4.000
Summer 2022,PHAR,5663,02,11130,Pharmacy Management,Truong,Mabel,5,0,0,0,0,0,0,4.000
Fall 2024,ENGL,1301,124,11131,First Year Writing I,Kunasek,Caleb,9,4,2,0,3,0,1,2.834
Summer 2023,KIN,4390,01,11131,Internship in PE,Betts,Randi Jill,3,1,0,0,0,0,0,3.750
Summer 2024,LAW,6355,03,11131,Govt Nonprofit Extshp II,Hancock,Amy Sladczyk,0,0,0,0,0,2,0,
Spring 2024,MATH,2451,01,11131,Accelerated Calculus II,Nicol,Matthew J,16,4,7,0,1,0,0,3.155
Summer 2022,SOCW,7384,01,11131,Field Practicum III - Clinical,Gonzales,Shelley A,0,0,0,0,0,13,0,
Fall 2024,ENGL,1301,125,11132,First Year Writing I,Bass,Kasey Dawn,17,1,1,0,3,0,2,3.273
Summer 2023,KIN,4690,01,11132,Internship in Sport Admin 1,Walsh,David W,19,1,0,0,0,0,0,3.934
Summer 2024,LAW,5357,01,11132,Evidence,Gomez,Alissa R,5,11,1,0,0,4,0,3.196
Spring 2023,MARK,3336,01,11132,Introduction to Marketing,Patrick-Ralhan,Vanessa M,444,50,4,0,0,0,1,3.854
Spring 2024,MATH,1342,03,11132,Elementary Statistical Methods,Kim,Jae Youn,132,122,58,18,28,0,38,2.857
Summer 2022,SOCW,7388,01,11132,Field Practicum III Macro,Gonzales,Shelley A,0,0,0,0,0,3,0,
Summer 2024,CIS,4355,20,11133,Information Systems Operations,Peddoju,Suresh Kumar,16,7,4,0,1,0,1,3.321
Summer 2023,KIN,4691,01,11133,Internship in Sport Admin 2,Walsh,David W,16,1,0,1,0,0,0,3.759
Spring 2023,MARK,3336,02,11133,Introduction to Marketing,Patrick-Ralhan,Vanessa M,382,78,6,4,4,0,0,3.706
Spring 2024,MATH,1342,05,11133,Elementary Statistical Methods,Ryan,John M,84,94,116,18,56,0,40,2.312
Summer 2022,SOCW,7391,01,11133,Field Practicum Elective,Gonzales,Shelley A,0,0,0,0,0,8,0,
Fall 2022,SPAN,8399,01,11133,Dissertation,Gutierrez,Manuel J,1,0,0,0,0,2,0,4.000
Summer 2022,HDCS,2301,1,11134,Consumer Science,Stewart,Juliana Floriene,25,0,0,1,0,0,1,3.808
Summer 2024,KIN,3306,01,11134,Physiology-Human Performance,Park,Yoonjung,44,7,1,1,0,0,1,3.792
Summer 2023,KIN,4350,01,11134,Sport Marketing,Walsh,David W,15,50,12,2,0,0,1,2.941
Spring 2023,MARK,3336,03,11134,Introduction to Marketing,Koch,Steven F,9,10,2,0,0,0,0,3.318
Spring 2024,MATH,3304,01,11134,Mathematical Analysis,George,Rebecca Ann,16,18,4,1,0,0,2,3.290
Fall 2022,SPAN,8399,02,11134,Dissertation,Fairclough,Marta A,0,0,0,0,0,5,0,
Summer 2024,ECE,3331,01,11135,Program Appl in Elec Comp Engr,Hebert,Thomas James,4,9,6,1,0,0,1,2.800
Spring 2023,MARK,3336,04,11135,Introduction to Marketing,Koch,Steven F,20,57,31,12,3,0,0,2.640
Summer 2022,MATH,1314,01,11135,College Algebra,Xhabli,Blerina,7,3,3,3,9,0,8,1.800
Spring 2024,MATH,3321,01,11135,Engineering Mathematics,Etgen,Garret J,26,29,25,15,23,0,29,2.144
Fall 2023,MUSI,2181,04,11135,Group Piano III,Van Kekerix,Todd Evan,5,5,3,1,0,0,0,2.929
Summer 2023,NUTR,3334,01,11135,Advanced Nutrition,Svendsen-Sanchez,Ann Carol,45,12,3,1,0,0,0,3.575
Summer 2024,ECE,3337,01,11136,Signals and Systems Analysis,Hebert,Thomas James,8,22,4,0,0,0,1,3.059
Spring 2023,MARK,4373,01,11136,Advanced Professional Selling,Bremer,Justin,23,4,0,0,0,0,0,3.815
Summer 2022,MATH,2415,05,11136,Calculus III,West,James David,6,0,7,7,11,0,3,1.398
Spring 2024,MATH,3321,04,11136,Engineering Mathematics,Torok,Andrei S,5,8,13,7,9,0,6,1.802
Fall 2023,MUSI,3303,01,11136,Pop Music of Americas Sn 1840,Garza,Paul Victor,24,2,6,1,1,0,0,3.314
Summer 2023,PEP,7393,01,11136,Internship & Practicum,Walsh,David W,1,0,0,0,0,0,0,4.000
Fall 2022,SPAN,8399,04,11136,Dissertation,De Los Reyes Heredia,Jose Guillermo,1,0,0,0,0,0,0,3.670
Summer 2023,COMM,2320,01,11137,Fundamentals Media Production,Crowe,Craig Warren,20,3,1,0,1,0,1,3.561
Summer 2024,KIN,1352,03,11137,"Foundations of KIN, HLT, FIT",Alastuey,Lisa L,41,23,12,3,0,0,3,3.254
Spring 2023,MARK,4374,01,11137,Sales Management,Webb,James R,27,1,0,0,0,0,0,3.917
Spring 2024,MATH,3331,02,11137,Intermediate Diff Equations,Sanders,Richard,9,21,13,6,6,0,1,2.364
Fall 2023,SOC,3351,01,11137,Soc Class&Mobilty in Am,Lorence,Jon P,11,16,10,1,2,0,1,2.817
Summer 2022,SOCW,8399,01,11137,Dissertation,Gearing,Robin Edward,0,0,0,0,0,0,0,
Fall 2022,SPAN,8399,06,11137,Dissertation,Solino,Maria Elena,0,0,0,0,0,2,0,
Fall 2023,GERM,1501,01,11138,Beginning German I,Bandmann,Tanya,4,2,0,1,0,0,0,3.286
Summer 2022,LAW,5245,01,11138,Civil Practice Clinic II,Krasny,Frederick A,0,1,0,0,0,0,0,3.330
Summer 2023,LAW,5283,01,11138,Mediation Externship,Willis,Tasha L,0,0,0,0,0,4,0,
Summer 2024,MANA,4396,01,11138,Management Internship,Carlin,Barbara A,0,0,0,0,0,11,0,
Spring 2023,MARK,4374,02,11138,Sales Management,Webb,James R,27,2,0,0,0,0,0,3.920
Spring 2024,MATH,2305,01,11138,Discrete Mathematics,Ru,Min,17,24,7,3,7,0,12,2.707
Fall 2022,SPAN,8699,01,11138,Dissertation,Solino,Maria Elena,0,0,0,0,0,2,0,
Fall 2024,BCHS,3304,01,11139,General Biochemistry I,Amaral Antunes,Dinler,74,36,15,0,1,0,2,3.505
Summer 2023,LAW,5183,01,11139,Mediation Process,Willis,Tasha L,0,4,0,0,0,0,0,3.330
Spring 2023,MARK,4375,01,11139,Key Account Selling,Webb,James R,14,1,0,0,0,0,1,3.801
Summer 2024,MARK,4396,01,11139,Marketing Internship,Krishnamurthy,Parthasarathy,0,0,0,0,0,9,0,
Spring 2024,MATH,2305,02,11139,Discrete Mathematics,Douglas,Casey,123,23,12,1,7,0,10,3.484
Fall 2024,BCHS,3304,02,11140,General Biochemistry I,Vicens,Quentin,29,54,17,1,0,0,23,3.106
Fall 2023,GERM,1501,03,11140,Beginning German I,Bandmann,Tanya,7,4,2,0,0,0,0,3.308
Summer 2023,GHL,4343,1,11140,Financial Admin for Hosp.Ind.,Koh,Yoon,7,11,8,0,0,0,0,2.923
Spring 2023,MARK,4376,01,11140,Sales CRM,Suki,Yara D,25,2,0,0,0,0,0,3.877
Summer 2024,MAS,3340,1,11140,Mexican Amer Urban Communities,Pino,Diana,8,2,0,0,0,0,0,3.767
Spring 2024,MATH,4332,01,11140,Intro to Real Analysis II,Bodmann,Bernhard G,3,2,1,0,0,0,0,3.333
Fall 2022,SPAN,8699,04,11140,Dissertation,Gutierrez,Manuel J,1,0,0,0,0,1,0,4.000
Fall 2024,BCHS,3305,01,11141,General Biochemistry II,Yi,Ping,29,19,6,0,0,0,2,3.383
Summer 2023,KIN,4340,01,11141,Sport Governance,Walsh,David W,8,5,2,0,0,0,0,3.422
Summer 2024,MANA,4355,01,11141,Selection and Staffing,Phillips,James S,28,23,0,0,0,0,0,3.471
Spring 2023,MARK,4376,02,11141,Sales CRM,Herman,Carl,18,7,0,2,0,0,0,3.531
Spring 2024,MATH,4378,01,11141,Advanced Linear Algebra II,Mamonov,Alexander V,2,1,2,2,3,0,1,1.601
Fall 2022,SPAN,8699,05,11141,Dissertation,Fairclough,Marta A,0,0,0,0,0,1,0,
Fall 2024,BCHS,4306,01,11142,Nucleic Acids,Gunaratne,Preethi H,20,20,4,2,0,0,4,3.203
Summer 2022,COMM,3353,01,11142,Information & Comm Tech I,Liu,Youmei,12,8,1,1,1,0,2,3.275
Spring 2023,MARK,4398,01,11142,Independent Study,Pingel,John W,1,0,0,0,0,0,0,4.000
Spring 2024,MATH,4380,01,11142,Mathematical Intro To Options,Papadakis,Emanuel Ioannis,17,6,0,1,1,0,0,3.454
Fall 2022,THEA,1332,01,11142,Fundamentals of Theatre,Bush,Rachel R,23,5,0,0,0,0,2,3.821
Fall 2024,BCHS,4313,01,11143,Cell Biochemistry,Rea,Michael A,1,6,6,0,0,0,1,2.615
Fall 2022,DRAM,1330,01,11143,Scenic Technology,Ramos,Emili,11,5,1,0,0,0,2,3.472
Summer 2023,GEOL,1303,01,11143,Physical Geology,Lytwyn,Jennifer N,38,60,31,18,9,0,4,2.603
Spring 2023,MAS,2340,01,11143,Intro Mexican American Studies,Pino,Diana,5,10,5,3,1,0,1,2.556
Spring 2024,MATH,4389,01,11143,Survey of Undergraduate Math,Blecher,David P,8,14,1,4,0,0,2,3.000
Summer 2023,ACCT,3367,01,11144,Intermediate Accounting I,Kuruvilla,Mohan,5,2,4,4,1,0,8,2.437
Fall 2024,BCHS,6113,01,11144,Graduate Biochemistry Seminar,Fujita,Masaya,0,0,0,0,0,26,0,
Summer 2022,CHEE,8399,17,11144,Doctoral Dissertation,Economou,Demetre J,0,0,0,0,0,0,0,
Fall 2023,FREN,1502,03,11144,Elementary French II,Chalhoub,Rania Maria,3,6,5,2,1,0,0,2.529
Spring 2023,MAS,3340,01,11144,Mexican Amer Urban Communities,Pino,Diana,8,14,1,2,3,0,0,2.786
Fall 2024,BCHS,6298,01,11145,Special Problems,Bawa-Khalfe,Tasneem,0,0,0,0,0,1,0,
Spring 2023,MATH,1314,08,11145,College Algebra,Hafeez,Shahinda,21,23,34,8,50,0,37,1.626
Summer 2022,MATH,8398,04,11145,Doctoral Research,Mang,Andreas,0,0,0,0,0,1,0,
Fall 2022,THEA,2373,01,11145,Costume Technology,Meckley,Teresa L,1,10,7,0,0,0,0,2.685
Fall 2024,BCHS,6398,01,11146,Special Problems,Widger,William R,0,0,0,0,0,4,0,
Fall 2023,CHIN,1501,05,11146,Elementary Chinese I,McArthur,Charles M,13,2,0,0,0,0,2,3.867
Summer 2023,GOVT,2305,01,11146,"US Govt: Congress,Pres & Crts",Littlepage,Kelley G,20,15,1,2,1,0,1,3.308
Spring 2023,MATH,1324,01,11146,Finite Math with Applications,Sosa,Moses,128,120,84,24,52,0,100,2.543
Summer 2023,HDFS,3350,01,11147,Observation and Assessment,Schroder,Kathleen Anne,22,6,2,0,2,0,1,3.365
Spring 2023,MATH,1324,04,11147,Finite Math with Applications,Sosa,Moses,152,110,76,12,22,0,62,2.927
Fall 2022,THEA,3335,01,11147,History of the Theatre I,Shimko,Robert B,17,6,4,0,2,0,1,3.253
Spring 2023,MATH,1324,07,11148,Finite Math with Applications,Hong,Yuqi,12,24,2,2,4,0,2,2.819
Fall 2022,THEA,6301,01,11148,Acting,Young,John M,0,8,0,0,0,0,0,3.124
Fall 2022,VIET,2301,01,11149,Intermediate Vietnamese I,DANG,THONG Q,17,2,0,0,0,0,0,3.877
Spring 2023,MATH,1325,02,11150,Calc for Bus & Social Sciences,Constante,Beatrice,108,92,48,10,28,0,50,2.809
Spring 2024,MATH,5332,01,11150,Differential Equations,Etgen,Garret J,11,6,0,0,0,0,0,3.647
Fall 2022,WGSS,2350,03,11150,Intro To Women's Studies,Fernandes,Bridget Yvonne Diggs,23,5,0,0,2,0,0,3.556
Fall 2023,AFSC,4301,03,11151,National Security Affairs I,Curiel,Ernesto F,2,1,0,0,0,0,0,3.557
Spring 2023,MATH,2312,03,11151,Precalculus,Chang,James A,128,72,42,34,26,0,88,2.782
Spring 2024,MATH,6303,01,11151,Modern Algebra,Kalantar,Mehrdad,11,2,0,0,0,0,0,3.821
Summer 2024,PHCA,8199,1,11151,Doctoral Dissertation Defense,Thornton,James D,1,0,0,0,0,0,0,4.000
Summer 2022,ACCT,5337,01,11152,Management Accounting,Serrato,Darlene Marie  Bohac,0,2,0,0,0,0,0,3.000
Spring 2023,MATH,2312,04,11152,Precalculus,Perepelitsa,Irina,94,96,70,22,46,0,38,2.476
Spring 2024,MATH,6315,01,11152,Masters Tutorial,Etgen,Garret J,1,0,0,0,0,0,0,4.000
Fall 2022,MUSI,8106,02,11152,Doctoral Large Ensemble,Marmolejo,Noe J,1,0,0,0,0,0,0,4.000
Fall 2024,BIOL,2101,01,11153,Anatomy & Physiology Lab I,Gill,Tejendra,9,10,3,0,1,0,1,3.116
Summer 2022,GOVT,2306,01,11153,US and Texas Const/Politics,Cole,Jeffrey Bryan,8,5,3,3,1,0,0,2.883
Summer 2024,MATH,1324,06,11153,Finite Math with Applications,Caglar,Atife,12,12,16,2,2,0,12,2.682
Spring 2023,MATH,2312,06,11153,Precalculus,Constante,Beatrice,114,74,92,24,36,0,50,2.555
Summer 2023,NUTR,3336,01,11153,Nutritional Pathophysiology,Haubrick,Kevin,35,19,3,0,0,0,1,3.509
Fall 2023,POLS,6380,01,11153,Quantitative Methods I,Basinger,Scott J,5,4,0,0,0,0,0,3.629
Fall 2024,BIOL,2101,02,11154,Anatomy & Physiology Lab I,Gill,Tejendra,5,11,4,1,1,0,2,2.773
Fall 2023,CHIN,3360,01,11154,A Look Into Modern China,McArthur,Charles M,9,14,1,0,0,0,2,3.361
Summer 2023,COMD,7381,1,11154,Medical SLP Seminar,Cizek,Laura S,12,0,0,0,0,0,0,4.000
Fall 2022,COMM,3361,01,11154,Advertising Copywriting,Clark,Thomas R,23,1,3,0,1,0,2,3.607
Summer 2024,MATH,2312,05,11154,Precalculus,Almus,Melahat,12,4,12,8,18,0,24,1.581
Spring 2023,MATH,2312,07,11154,Precalculus,May,Jennifer Ruhnow,108,72,80,24,24,0,74,2.626
Spring 2024,MATH,6315,03,11154,Masters Tutorial,Ji,Shanyu,1,0,0,0,0,0,0,4.000
Summer 2022,SOCW,7385,01,11154,Field Practicum IV- Clinical,Gonzales,Shelley A,0,0,0,0,0,18,0,
Fall 2024,BIOL,2101,03,11155,Anatomy & Physiology Lab I,Gill,Tejendra,1,7,10,1,1,0,3,2.251
Summer 2024,CHEM,6698,20,11155,Special Problems,Gilbertson,Scott R,0,0,0,0,0,2,0,
Spring 2023,MATH,2451,01,11155,Accelerated Calculus II,Wang,Min,3,3,4,2,0,0,0,2.666
Summer 2022,SOCW,7389,01,11155,Field Practicum IV Macro,Gonzales,Shelley A,0,0,0,0,0,10,0,
Fall 2023,WGSS,2350,4,11155,Intro To Women's Studies,Ford-McCartney,Devan Shontrell,28,3,0,0,0,0,0,3.861
Fall 2024,BIOL,2101,04,11156,Anatomy & Physiology Lab I,Gill,Tejendra,8,9,5,1,0,0,1,2.972
Summer 2024,COMD,7383,2,11156,Pediatric SLP Seminar,Cizek,Laura S,20,0,0,0,0,0,0,4.000
Summer 2022,COMM,3368,01,11156,Principles of Public Relations,Ashley,Laura B,22,2,1,0,0,0,0,3.787
Spring 2023,MATH,1342,03,11156,Elementary Statistical Methods,Caputo,Matthew G,124,128,116,44,48,0,66,2.444
Spring 2024,MATH,6321,01,11156,Func Real Variable,Climenhaga,Vaughn,4,3,1,0,0,0,0,3.169
Fall 2022,SPAN,3305,01,11156,Spanish Grammar Review,Gutierrez,Manuel J,8,6,3,0,2,0,0,2.965
Fall 2024,BIOL,2101,05,11157,Anatomy & Physiology Lab I,Gill,Tejendra,3,10,8,1,1,0,1,2.522
Summer 2024,CHEM,6698,21,11157,Special Problems,Harth,Eva M,0,0,0,0,0,2,0,
Summer 2022,ECON,3370,1,11157,Introduction To Econometrics,Boul,Ruxandra,8,8,6,2,3,0,4,2.580
Fall 2023,ENGL,6300,1,11157,College Tchg-Lang & Lit in Eng,Shepley,Nathan,14,2,0,0,0,0,0,3.896
Spring 2023,MATH,1342,05,11157,Elementary Statistical Methods,Ryan,John M,66,88,84,60,52,0,58,2.122
Spring 2024,MATH,6371,01,11157,Numerical Analysis,Cappanera,Loic,22,4,0,0,0,0,2,3.783
Fall 2022,VIET,1501,01,11157,Elementary Vietnamese I,DANG,THONG Q,26,3,0,0,0,0,1,3.908
Fall 2024,BIOL,2101,06,11158,Anatomy & Physiology Lab I,Gill,Tejendra,5,13,2,1,2,0,1,2.869
Summer 2024,CHEM,8698,32,11158,Doctoral Research,Baldelli,Steve,0,0,0,0,0,2,0,
Spring 2023,MATH,3304,01,11158,Mathematical Analysis,George,Rebecca Ann,25,18,5,2,1,0,0,3.307
Spring 2024,MATH,6383,01,11158,Statistics,Jun,Mikyoung,6,1,0,0,0,0,0,3.716
Summer 2022,PHYS,1101,04,11158,College Physics I (lab),Wood,Lowell T,1,14,7,0,0,0,1,2.712
Fall 2023,THEA,7303,01,11158,Graduate Acting III,Young,John M,1,6,0,0,0,0,0,3.331
Fall 2024,BIOL,2101,07,11159,Anatomy & Physiology Lab I,Gill,Tejendra,2,12,6,1,1,0,2,2.591
Spring 2023,MATH,3321,01,11159,Engineering Mathematics,Etgen,Garret J,17,26,17,14,20,0,29,2.053
Fall 2022,PSYC,2305,03,11159,Intro to Methods in Psychology,Ravey,Eriksen,17,10,5,2,6,0,0,2.692
Fall 2023,THEA,7313,01,11159,Graduate Movement III,Noble,Adam S,7,0,0,0,0,0,0,3.953
Fall 2024,BIOL,2101,08,11160,Anatomy & Physiology Lab I,Gill,Tejendra,5,7,6,4,1,0,1,2.450
Fall 2023,ENGL,1302,42,11160,First Year Writing II,Sicinski,Michael J,13,10,0,0,0,0,0,3.537
Spring 2024,MATH,6398,03,11160,Special Problems,Blecher,David P,0,0,0,0,0,1,0,
Summer 2024,MIS,6A41,02,11160,Information Systems,Silva,Leiser O,2,0,0,0,0,0,0,4.000
Summer 2022,PHYS,1102,04,11160,College Physics II (lab),Wood,Lowell T,4,7,8,1,0,0,0,2.601
Fall 2024,BIOL,2101,09,11161,Anatomy & Physiology Lab I,Gill,Tejendra,6,9,7,1,0,0,1,2.740
Fall 2022,ENGL,1301,101,11161,First Year Writing I,Chatham,Donna Marie,7,7,1,2,5,0,3,2.364
Fall 2023,ENGL,1302,43,11161,First Year Writing II,Ornell,Colby,11,2,2,1,5,0,2,2.572
Spring 2023,MATH,3331,02,11161,Differential Equations,Sanders,Richard,17,9,4,3,1,0,6,3.040
Fall 2024,BIOL,2120,01,11162,Microbiology for Non-Science,Knapp,Richard D,11,7,4,2,0,0,0,3.194
Fall 2022,ENGL,1301,103,11162,First Year Writing I,Braniger,Leslie,2,9,5,3,5,0,1,2.000
Fall 2023,ENGL,1302,44,11162,First Year Writing II,Coleman,Quintin,15,2,0,1,0,0,1,3.649
Spring 2023,MATH,3336,01,11162,Discrete Mathematics,Winkle,James J,62,38,38,38,0,0,6,2.708
Spring 2024,MATH,6398,05,11162,Special Problems,Timofeyev,Ilya,0,0,0,0,0,3,0,
Fall 2024,BIOL,2120,02,11163,Microbiology for Non-Science,Knapp,Richard D,7,12,4,0,1,0,0,3.041
Spring 2023,MATH,3336,02,11163,Discrete Mathematics,Douglas,Casey,148,92,66,20,18,0,14,2.936
Fall 2024,BIOL,1106,01,11164,Biol for Science Majors I(Lab),Medrano,Ana I,17,5,2,0,0,0,0,3.598
Fall 2023,ENGL,1301,111,11164,First Year Writing I,Rizzo,Kaitlin M,14,6,0,3,1,0,1,3.112
Spring 2024,MATH,6398,07,11164,Special Problems,Ott,William R,0,0,0,0,0,2,0,
Fall 2024,BIOL,1106,02,11165,Biol for Science Majors I(Lab),Medrano,Ana I,17,5,0,1,0,0,1,3.623
Fall 2023,DANC,3310,01,11165,Dance History I,Estrada,Maria Gabriela,24,14,0,0,0,0,6,3.632
Spring 2023,MATH,4332,01,11165,Intro to Real Analysis II,Kalantar,Mehrdad,4,1,3,1,2,0,0,2.424
Fall 2024,BIOL,1106,03,11166,Biol for Science Majors I(Lab),Medrano,Ana I,17,5,1,0,0,0,0,3.681
Spring 2023,MATH,4378,01,11166,Advanced Linear Algebra II,Mamonov,Alexander V,2,4,5,3,2,0,1,2.001
Spring 2024,MATH,6398,09,11166,Special Problems,Mang,Andreas,0,0,0,0,0,1,0,
Fall 2023,THEA,7323,01,11166,Graduate Voice/Speech III,Wetzel,Molly Elizabeth,6,1,0,0,0,0,0,3.810
Fall 2024,BIOL,1106,04,11167,Biol for Science Majors I(Lab),Medrano,Ana I,11,11,1,1,0,0,0,3.361
Spring 2023,MATH,4380,01,11167,Mathematical Intro To Options,Kao,Edward P,2,25,0,0,0,0,1,3.025
Spring 2024,MATH,6398,10,11167,Special Problems,Ru,Min,0,0,0,0,0,2,0,
Fall 2024,BIOL,1106,06,11168,Biol for Science Majors I(Lab),Medrano,Ana I,15,5,2,0,0,0,1,3.591
Spring 2023,MATH,4389,01,11168,Survey of Undergraduate Math,Almus,Melahat,24,18,11,4,0,0,0,3.036
Fall 2023,MUSI,2188,01,11168,Keybd Skills & Collab Technqs,Hester,Timothy E,6,0,0,0,0,0,0,4.000
Fall 2024,BIOL,1106,07,11169,Biol for Science Majors I(Lab),Medrano,Ana I,14,5,1,0,0,0,4,3.667
Fall 2023,WCL,2352,02,11169,World Cinema,Centeno,Daniel,8,20,2,0,0,0,0,3.167
